"Date","Price","Open","High","Low","Vol.","Change %"
"01/08/2012","1,687.60","1,617.50","1,695.50","1,586.30","2.56M","4.52%"
"01/07/2012","1,614.60","1,599.60","1,633.30","1,554.40","2.93M","0.65%"
"01/06/2012","1,604.20","1,561.80","1,642.40","1,545.50","3.27M","2.56%"
"01/05/2012","1,564.20","1,666.10","1,672.30","1,526.70","3.94M","-6.01%"
"01/04/2012","1,664.20","1,671.50","1,685.40","1,613.00","2.58M","-0.46%"
"01/03/2012","1,671.90","1,695.60","1,727.30","1,627.50","3.87M","-2.30%"
"01/02/2012","1,711.30","1,739.80","1,792.70","1,688.40","3.23M","-1.67%"
"01/01/2012","1,740.40","1,571.00","1,750.60","1,566.80","3.16M","11.08%"
"01/12/2011","1,566.80","1,752.50","1,767.10","1,523.90","2.69M","-10.48%"
"01/11/2011","1,750.30","1,715.70","1,804.40","1,667.10","3.30M","1.45%"
"01/10/2011","1,725.20","1,625.10","1,754.00","1,596.60","2.86M","6.34%"
"01/09/2011","1,622.30","1,826.20","1,923.70","1,535.00","4.91M","-11.43%"
"01/08/2011","1,831.70","1,622.20","1,917.90","1,608.20","5.78M","12.29%"
"01/07/2011","1,631.20","1,501.50","1,637.50","1,478.30","3.35M","8.54%"
"01/06/2011","1,502.80","1,536.60","1,559.30","1,490.80","2.86M","-2.21%"
"01/05/2011","1,536.80","1,566.80","1,577.40","1,462.50","4.03M","-1.26%"
"01/04/2011","1,556.40","1,433.80","1,569.80","1,413.50","2.91M","8.09%"
"01/03/2011","1,439.90","1,411.60","1,448.60","1,380.70","3.60M","2.13%"
"01/02/2011","1,409.90","1,334.00","1,418.80","1,325.40","2.52M","5.65%"
